id,severity_estimated,severity_source,impact_type,reachability,blast_radius,severity_why
erigon:erigontech-erigon:PR#1428,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,The crash affects only the local rpcdaemon and does not impact the network's consensus or a significant percentage of nodes.
erigon:erigontech-erigon:PR#777,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote peer can trigger a panic in a client with ~10-20% market share, bringing down >5% of the network."
erigon:erigontech-erigon:PR#106,not-eligible,llm-estimated,none,local_internal,client_specific,"The panic occurs during the build process, not at runtime, and cannot be triggered by any remote network message or transaction."
erigon:erigontech-erigon:PR#21545,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash occurs during internal snapshot synchronization/merging and is not triggerable by a single remote network packet or transaction.
erigon:erigontech-erigon:PR#20741,not-eligible,llm-estimated,none,local_internal,client_specific,"This is a CI environment fix for a missing system dependency in a Dockerfile, which has no impact on the live network."
erigon:erigontech-erigon:PR#20130,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash is caused by local database state corruption across restarts and cannot be triggered by a remote network packet or transaction.
erigon:erigontech-erigon:PR#20122,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The crash occurs during internal database pruning and staged sync, which is not triggerable by a single remote network packet or transaction."
erigon:erigontech-erigon:PR#20125,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The crash is triggered by local database state across restarts, not by a single remote network packet or transaction."
erigon:erigontech-erigon:PR#19055,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The crash is triggered by a specific local configuration flag (--nodiscover) during setup, not by a remote network packet."
erigon:erigontech-erigon:PR#19425,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,"The bug is a local infinite loop triggered by an internal worker crash during historical tracing, not reachable via a single remote network packet or transaction to affect network liveness."
erigon:erigontech-erigon:PR#18242,not-eligible,llm-estimated,none,local_internal,client_specific,"The change only adds logging to a panic recovery in a local historical tracing worker, which has no network-scale impact."
erigon:erigontech-erigon:PR#18111,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote RPC call can trigger a panic in the txpool, potentially taking down >5% of the network given the client's market share."
erigon:erigontech-erigon:PR#18120,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote transaction can crash an individual node running this client, but as it is client-specific txpool logic and not spec-level, it cannot cause a chain split or network-wide failure."
erigon:erigontech-erigon:PR#18119,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash occurs in a deprecated internal txpool helper and does not allow a single remote packet to take down a significant portion of the network.
erigon:erigontech-erigon:PR#17061,not-eligible,llm-estimated,none,local_internal,client_specific,The crash is in an integration test CLI command and cannot be triggered by a remote network packet or transaction.
erigon:erigontech-erigon:PR#15278,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,The crash occurs in client-specific snapshot synchronization code and does not impact global consensus or the network-scale stability of other clients.
erigon:erigontech-erigon:PR#15268,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The crash occurs in client-specific snapshot sync logic, not in shared spec logic, and does not impact the network as a whole."
erigon:erigontech-erigon:PR#14449,not-eligible,llm-estimated,none,local_internal,client_specific,The fix is located entirely within a test utility file and does not affect production code.
erigon:erigontech-erigon:PR#15161,not-eligible,llm-estimated,none,local_internal,client_specific,"The change only updates a version tag for an external test suite in a CI workflow, which has no impact on the network."
erigon:erigontech-erigon:PR#14194,not-eligible,llm-estimated,liveness_dos,local_internal,client_specific,The crash is internally triggerable within the node's identity management and cannot be triggered by a remote network packet or transaction.
erigon:erigontech-erigon:PR#14247,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker could craft a block that triggers a nil pointer dereference, crashing this client; given its 10-20% market share, this falls into the Medium tier (>5% down)."
erigon:erigontech-erigon:PR#14130,not-eligible,llm-estimated,none,local_internal,client_specific,The change is a local debugging utility for crash diagnostics and has no impact on the network or remote security.
erigon:erigontech-erigon:PR#11568,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malformed milestone event can crash the client, and given the 10-20% market share, this exceeds the 5% threshold for Medium severity."
erigon:erigontech-erigon:PR#11320,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,The crash occurs in the client-specific bridge database logic and does not impact Ethereum consensus or the network at large via a single transaction.
erigon:erigontech-erigon:PR#9159,not-eligible,llm-estimated,none,remote_single_message_or_tx,client_specific,The provided code diff only adds a version API endpoint and does not contain the crash fix for OnAttestation described in the title.
erigon:erigontech-erigon:PR#2555,not-eligible,llm-estimated,none,local_internal,client_specific,"The crash occurs in the RPC daemon's tracing utility, which is local tooling and does not affect network consensus or validator stability."
erigon:erigontech-erigon:PR#5686,not-eligible,llm-estimated,none,local_internal,client_specific,The crash occurs during local CLI startup due to misconfiguration and cannot be triggered by a remote packet or transaction.
erigon:erigontech-erigon:PR#3143,not-eligible,llm-estimated,liveness_dos,remote_needs_conditions,client_specific,"The crash occurs in the JSON-RPC layer and only affects the local node's availability, with no impact on the network consensus or other nodes."
erigon:erigontech-erigon:PR#2523,not-eligible,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The crash occurs in the RPC daemon (client-specific), impacting only the local node's availability and not the network consensus or stability."
erigon:erigontech-erigon:PR#2342,not-eligible,llm-estimated,none,local_internal,client_specific,The change only modifies how panic stack traces are logged locally and does not impact network stability or security.
erigon:erigontech-erigon:PR#1469,not-eligible,upstream-cvss,,,,
erigon:erigontech-erigon:PR#1140,not-eligible,llm-estimated,local_only,remote_single_message_or_tx,client_specific,"The crash occurs in a client-specific RPC daemon, which does not impact network consensus or stability."
erigon:erigontech-erigon:PR#706,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The crash occurs in a client-specific synchronization path (staged sync), meaning it can take down nodes using this client but cannot cause a consensus split or affect other clients."
erigon:erigontech-erigon:PR#481,not-eligible,llm-estimated,none,local_internal,client_specific,"The fix is located in the EVM CLI runner and testing tools, which are used locally and have no impact on the live network."
erigon:erigontech-erigon:PR#114,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,spec_level,"A crafted transaction causing a crash in the state-trie logic would bring down this client's 10-20% market share, fitting the Medium definition (>5% <33%)."
erigon:erigontech-erigon:PR#8431,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A remote attacker can trigger a memory leak by sending malformed headers, potentially crashing ~10-20% of the network."
erigon:erigontech-erigon:PR#4848,low,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"The leak is triggered by remote P2P packets and can lead to a crash via OOM, affecting only Erigon nodes, but requires multiple packets to manifest the crash."
erigon:erigontech-erigon:PR#3419,medium,llm-estimated,liveness_dos,remote_single_message_or_tx,client_specific,"A single malformed tx can trigger a memory leak leading to OOM, potentially taking down 10-20% of the network."
